0.00950000,-0.00190000,-0.00960000
0.00978750,-0.00206250,-0.01007500
0.01148750,-0.00070000,-0.00867500
0.00746250,-0.00316250,-0.01105000
0.01091250,-0.00053750,-0.00825000
0.01161429,-0.00107321,-0.00929107
0.00775000,-0.00342500,-0.01158750
0.00955000,-0.00265000,-0.01083750
0.00762750,-0.00383500,-0.01206250
0.00547500,-0.00467500,-0.01277500
0.00528750,-0.00442500,-0.01243750
0.00282500,-0.00538125,-0.01331250
0.00271250,-0.00508750,-0.01293750
0.00515000,-0.00415000,-0.01200000
0.00263750,-0.00478750,-0.01251250
0.00007500,-0.00561250,-0.01340000
0.00002500,-0.00530000,-0.01302500
-0.00227250,-0.00545000,-0.01312000
-0.00268750,-0.00511250,-0.01272500
0.00000000,-0.00500000,-0.01265000
-0.00261250,-0.00483750,-0.01238750
-0.00468750,-0.00505000,-0.01256250
-0.00527500,-0.00457500,-0.01201250
-0.00720625,-0.00430000,-0.01159375
-0.00750000,-0.00385000,-0.01103750
-0.00505000,-0.00435000,-0.01170000
-0.00717500,-0.00366250,-0.01072500
-0.00917500,-0.00350000,-0.01052500
-0.00922500,-0.00306250,-0.00993750
-0.01096875,-0.00242344,-0.00896406
-0.01045000,-0.00222500,-0.00867500
-0.00885000,-0.00290000,-0.00960000
-0.01015000,-0.00211250,-0.00841250
0.01247500,0.00056250,-0.00787500
0.01303750,0.00037500,-0.00821250
0.01388036,0.00155179,-0.00787679
0.01266250,0.00165000,-0.00757500
0.01135000,0.00075000,-0.00760000
0.01110000,0.00190000,-0.00757500
0.01377500,0.00231250,-0.00777500
0.01278750,0.00251250,-0.00773750
0.01379000,0.00285500,-0.00797000
0.01345000,0.00320000,-0.00840000
0.01210000,0.00300000,-0.00826250
0.01280000,0.00366250,-0.00910000
0.01045000,0.00285000,-0.00810000
0.01115000,0.00360000,-0.00900000
0.00937500,0.00356250,-0.00890000
0.01466250,0.00285000,-0.00826250
0.01482500,0.00241250,-0.00820000
0.01526562,0.00286875,-0.00855938
0.01556250,0.00273750,-0.00863750
0.01508750,0.00208750,-0.00823750
0.01588571,0.00257321,-0.00873214
0.01135000,0.00402500,-0.00972500
0.00961250,0.00408750,-0.00980000
0.00963125,0.00451250,-0.01046250
0.00798750,0.00476250,-0.01078750
0.00795000,0.00430000,-0.01018750
0.00628750,0.00512500,-0.01126875
0.00616250,0.00466250,-0.01083750
0.00785000,0.00400000,-0.00970000
0.00601250,0.00436250,-0.01046250
0.00431250,0.00561250,-0.01180000
0.00415000,0.00515000,-0.01147500
0.00214375,0.00611250,-0.01216250
0.00201250,0.00562500,-0.01188750
0.00400000,0.00485000,-0.01115000
0.00190000,0.00528750,-0.01156250
-0.00010000,0.00646250,-0.01215000
-0.00016250,0.00591250,-0.01187500
