0.00705000,0.00535000,-0.01010000
0.00700000,0.00528750,-0.00990000
0.00827500,0.00483750,-0.00912500
0.00557500,0.00562500,-0.01090000
0.00838750,0.00488750,-0.00926250
0.00819375,0.00476875,-0.00896250
0.00551250,0.00551250,-0.01065000
0.00695000,0.00520000,-0.00971250
0.00545000,0.00541875,-0.01046250
0.00380000,0.00585000,-0.01150000
0.00373750,0.00575000,-0.01130000
0.00179375,0.00605000,-0.01195000
0.00385000,0.00595000,-0.01170000
0.00183750,0.00615000,-0.01216250
0.00187500,0.00622500,-0.01231250
-0.00035000,0.00635000,-0.01255000
-0.00037500,0.00625000,-0.01232500
-0.00262500,0.00628750,-0.01240000
-0.00260000,0.00618750,-0.01212500
-0.00038750,0.00615000,-0.01207500
-0.00255625,0.00608125,-0.01185625
-0.00475000,0.00600000,-0.01185000
-0.00467500,0.00590000,-0.01157500
-0.00667500,0.00553750,-0.01102500
-0.00655000,0.00543750,-0.01080000
-0.00457500,0.00578750,-0.01133750
-0.00641250,0.00533750,-0.01058750
-0.00835000,0.00495000,-0.01005000
-0.00820000,0.00486250,-0.00985000
-0.00988750,0.00422500,-0.00891250
-0.00973750,0.00416250,-0.00871250
-0.00805000,0.00478750,-0.00963750
-0.00958125,0.00410000,-0.00851875
-0.01140000,0.00335000,-0.00760000
-0.01123750,0.00328750,-0.00741250
-0.01266250,0.00241250,-0.00637500
-0.01247500,0.00232500,-0.00621250
-0.01106250,0.00321250,-0.00725000
-0.01226875,0.00223750,-0.00607500
-0.01345000,0.00150000,-0.00550000
-0.01322500,0.00141250,-0.00538750
-0.01375000,0.00057500,-0.00507500
-0.01347500,0.00051250,-0.00503750
-0.01297500,0.00133750,-0.00530000
-0.01320000,0.00046875,-0.00500625
-0.01355000,-0.00040000,-0.00520000
-0.01327500,-0.00042500,-0.00518750
-0.01295000,-0.00142500,-0.00580000
-0.01272500,-0.00140000,-0.00576250
-0.01302500,-0.00042500,-0.00516250
-0.01252500,-0.00135625,-0.00569375
-0.01205000,-0.00250000,-0.00680000
-0.01186250,-0.00243750,-0.00671250
-0.01078750,-0.00353750,-0.00803750
-0.01062500,-0.00345000,-0.00787500
-0.01170000,-0.00236250,-0.00657500
-0.01048125,-0.00336875,-0.00768750
-0.00910000,-0.00445000,-0.00935000
-0.00896250,-0.00437500,-0.00913750
-0.00701250,-0.00518750,-0.01056250
-0.00690000,-0.00516250,-0.01032500
-0.00883750,-0.00432500,-0.00892500
-0.00679375,-0.00513750,-0.01008125
-0.00455000,-0.00570000,-0.01150000
-0.00446250,-0.00568750,-0.01125000
-0.00196250,-0.00590000,-0.01211250
-0.00190000,-0.00586250,-0.01186250
-0.00437500,-0.00565000,-0.01098750
-0.00185625,-0.00580625,-0.01160625
0.00050000,-0.00570000,-0.01235000
0.00051250,-0.00565000,-0.01211250
0.00285000,-0.00513750,-0.01227500
0.00278750,-0.00508750,-0.01206250
0.00048750,-0.00558750,-0.01187500
0.00270000,-0.00503125,-0.01185000
0.00510000,-0.00425000,-0.01195000
0.00498750,-0.00421250,-0.01175000
0.00706250,-0.00312500,-0.01138750
0.00692500,-0.00311250,-0.01118750
0.00486250,-0.00417500,-0.01155000
0.00680000,-0.00309375,-0.01098125
0.00855000,-0.00185000,-0.01060000
0.00842500,-0.00183750,-0.01038750
0.00963750,-0.00041250,-0.00963750
0.00956250,-0.00037500,-0.00940000
0.00833750,-0.00181250,-0.01016250
0.00947500,-0.00035000,-0.00919375
0.01040000,0.00120000,-0.00855000
0.01028750,0.00122500,-0.00837500
0.01052500,0.00275000,-0.00792500
0.01028750,0.00272500,-0.00790000
0.01011250,0.00121250,-0.00827500
0.01005000,0.00267500,-0.00788125
0.00970000,0.00400000,-0.00835000
0.00946250,0.00395000,-0.00833750
0.00928750,0.00388750,-0.00826250
0.00911250,0.00380000,-0.00820000
0.00981250,0.00260000,-0.00786250
0.00957500,0.00250000,-0.00786250
0.00811250,0.00467500,-0.00882500
0.00900000,0.00370000,-0.00810000
0.00805000,0.00458750,-0.00867500
0.00993750,0.00117500,-0.00817500
0.00938750,-0.00035000,-0.00898750
0.00927500,-0.00037500,-0.00881250
0.00970000,0.00110000,-0.00815000
0.00826250,-0.00180000,-0.00993750
0.00670000,-0.00307500,-0.01077500
0.00661250,-0.00307500,-0.01056250
0.00820000,-0.00180000,-0.00970000
0.00475000,-0.00412500,-0.01135000
0.00261250,-0.00495000,-0.01163750
0.00251250,-0.00487500,-0.01143750
0.00465000,-0.00410000,-0.01115000
0.00046250,-0.00550000,-0.01162500
-0.00181250,-0.00572500,-0.01132500
-0.00180000,-0.00562500,-0.01105000
0.00040000,-0.00540000,-0.01140000
0.00688750,0.00511250,-0.00955000
0.00536250,0.00535000,-0.01030000
0.00680000,0.00505000,-0.00940000
0.00528750,0.00531250,-0.01018750
0.00365000,0.00566250,-0.01111250
0.00355000,0.00560000,-0.01095000
0.00163750,0.00582500,-0.01148750
