0.00172500,0.00595000,-0.01173750
-0.00041250,0.00603750,-0.01183750
-0.00251250,0.00595000,-0.01161250
-0.00040000,0.00590000,-0.01160000
-0.00243750,0.00581250,-0.01136250
-0.00447500,0.00566250,-0.01110000
-0.00627500,0.00523750,-0.01035000
-0.00435000,0.00555000,-0.01085000
-0.00612500,0.00515000,-0.01012500
-0.00790000,0.00471250,-0.00942500
-0.00942500,0.00403750,-0.00835000
-0.00775000,0.00465000,-0.00925000
-0.00926250,0.00397500,-0.00818750
-0.01088750,0.00313750,-0.00708750
-0.01206250,0.00215000,-0.00591250
-0.01070000,0.00305000,-0.00690000
-0.01183750,0.00206250,-0.00576250
-0.01272500,0.00126250,-0.00520000
-0.01292500,0.00042500,-0.00497500
-0.01245000,0.00120000,-0.00515000
-0.01266250,0.00040000,-0.00495000
-0.01278750,-0.00042500,-0.00512500
-0.01235000,-0.00131250,-0.00560000
-0.01260000,-0.00040000,-0.00505000
-0.01220000,-0.00125000,-0.00548750
-0.01155000,-0.00228750,-0.00643750
-0.01033750,-0.00328750,-0.00752500
-0.01140000,-0.00220000,-0.00630000
-0.01018750,-0.00320000,-0.00733750
-0.00870000,-0.00426250,-0.00871250
-0.00666250,-0.00508750,-0.00981250
-0.00855000,-0.00420000,-0.00845000
-0.00653750,-0.00502500,-0.00951250
-0.00427500,-0.00558750,-0.01070000
-0.00420000,-0.00550000,-0.01040000
